baseline,delta
knn,0.00621672
knn,0.00925703
knn,0.01711891
knn,0.00895567
knn,0.0130121
knn,0.01107944
knn,0.01380329
knn,0.00902647
knn,0.0118296
knn,0.01214649
knn,0.01071504
knn,0.01068198
knn,0.00984135
knn,0.00553057
knn,0.01526331
knn,0.0040966
knn,0.01493439
knn,0.00812918
knn,0.01215995
knn,0.00801368
knn,0.01185997
knn,0.00776818
knn,0.0123433
knn,0.00794008
knn,0.00832959
knn,0.01209438
knn,0.0104292
knn,0.01264967
knn,0.01365089
knn,0.01012402
knn,0.00739079
knn,0.01463128
knn,0.01006173
knn,0.01088456
knn,0.00385954
knn,0.01089163
knn,0.01429943
knn,0.00857394
knn,0.00985189
knn,0.00793476
knn,0.01308344
knn,0.01269763
knn,0.01601547
knn,0.01379974
knn,0.00959359
knn,0.01145687
knn,0.00392455
knn,0.013195
knn,0.00995672
knn,0.008528
knn,0.01209972
knn,0.01470052
knn,0.00607656
knn,0.01286028
knn,0.0108566
knn,0.0094331
knn,0.01197693
knn,0.01069106
knn,0.01042155
knn,0.01682179
knn,0.009144
knn,0.00954449
knn,0.01114077
knn,0.0089373
knn,0.01266741
knn,0.00834105
knn,0.01183838
knn,0.0121388
knn,0.00834066
knn,0.0112938
knn,0.01203179
knn,0.01294512
knn,0.01054612
knn,0.01176612
knn,0.01195616
knn,0.00703808
knn,0.01168153
knn,0.01018067
knn,0.00525443
knn,0.00665792
knn,0.01371098
knn,0.0116844
knn,0.01002033
knn,0.0091392
knn,0.00990987
knn,0.0102918
knn,0.01022916
knn,0.0131257
knn,0.01072477
knn,0.01204794
knn,0.00690178
knn,0.00878244
knn,0.00986158
knn,0.00868811
knn,0.00878528
knn,0.00853717
knn,0.01051712
knn,0.01247971
knn,0.00520272
knn,0.01563788
knn,0.0071412
knn,0.01459312
knn,0.01019648
knn,0.01539152
knn,0.00804632
knn,0.01229502
knn,0.00971866
knn,0.00615969
knn,0.01084507
knn,0.0137304
knn,0.01036313
knn,0.01402783
knn,0.01241281
knn,0.00943525
knn,0.00896447
knn,0.01090169
knn,0.00802565
knn,0.01456859
knn,0.00576724
knn,0.00798054
knn,0.01352357
knn,0.01018498
knn,0.01218523
knn,0.01157791
knn,0.00749112
knn,0.01117097
knn,0.009751
knn,0.00987255
knn,0.0141638
knn,0.00982476
knn,0.01104191
knn,0.01101085
knn,0.00816249
knn,0.00793473
knn,0.01040836
knn,0.01153485
knn,0.01457405
knn,0.01254327
knn,0.01529984
knn,0.00748102
knn,0.01036821
knn,0.00955174
knn,0.01145924
knn,0.00754152
knn,0.01481846
knn,0.0156644
knn,0.01077257
knn,0.0105243
knn,0.01401935
knn,0.00897982
knn,0.01491906
knn,0.01518006
knn,0.00968654
knn,0.01596437
knn,0.00682701
knn,0.01004423
knn,0.00917691
knn,0.01039685
knn,0.00687569
knn,0.015541
knn,0.01566584
knn,0.01050509
knn,0.01274205
knn,0.01596641
knn,0.00344131
knn,0.01500351
knn,0.01310756
knn,0.01179189
knn,0.00666548
knn,0.01054783
knn,0.01276008
knn,0.0114044
knn,0.01156191
knn,0.00872139
knn,0.01324768
knn,0.00710625
knn,0.0081682
knn,0.01256113
knn,0.01375527
knn,0.01190451
knn,0.01234302
knn,0.01401822
knn,0.01026707
knn,0.00954396
knn,0.01078913
knn,0.00747011
knn,0.01065835
knn,0.01276948
knn,0.00891912
knn,0.00841237
knn,0.0157076
knn,0.01710583
knn,0.00983092
knn,0.00993903
knn,0.0151745
knn,0.01461639
knn,0.00806474
knn,0.0098983
knn,0.00887571
knn,0.00421381
knn,0.01047887
knn,0.00535088
knn,0.01503814
knn,0.01398255
knn,0.01255389
knn,0.01598735
knn,0.01452112
knn,0.00463506
knn,0.01196931
knn,0.00715789
knn,0.01182005
knn,0.00735912
knn,0.01395582
knn,0.01598558
knn,0.01323085
knn,0.01059947
knn,0.01211952
knn,0.015082
knn,0.01639071
knn,0.0115094
knn,0.00718299
knn,0.01642543
knn,0.0100175
knn,0.01448226
knn,0.00850784
knn,0.01637706
knn,0.0089293
knn,0.01229553
knn,0.01302939
knn,0.01096926
knn,0.01108848
knn,0.00833968
knn,0.01151287
knn,0.00983385
knn,0.01314379
knn,0.00618069
knn,0.01034199
knn,0.01452227
knn,0.01518531
knn,0.01266086
knn,0.01436304
knn,0.01055782
knn,0.01468902
knn,0.00808224
knn,0.01226133
knn,0.00716898
knn,0.00525316
knn,0.01298904
knn,0.01073836
knn,0.0099687
knn,0.00763105
knn,0.01452098
knn,0.00853486
knn,0.01001108
knn,0.01067209
knn,0.01094156
knn,0.01244292
knn,0.01173754
knn,0.01204598
knn,0.00979476
knn,0.01663956
knn,0.01080949
knn,0.00797826
knn,0.0157801
knn,0.01410589
knn,0.00944002
knn,0.00735552
knn,0.01435504
knn,0.00708143
knn,0.01099153
knn,0.00944255
knn,0.00848616
knn,0.01091534
knn,0.01596826
knn,0.0143577
knn,0.01458961
knn,0.01256484
knn,0.00874941
knn,0.00504674
knn,0.01535145
knn,0.00556568
knn,0.01189364
knn,0.00934492
knn,0.00848505
knn,0.01017225
knn,0.01298075
knn,0.00655552
knn,0.01027357
knn,0.00834424
knn,0.01394055
knn,0.01248088
knn,0.01244259
knn,0.01089766
knn,0.01128736
knn,0.01333535
knn,0.00677799
knn,0.01191945
knn,0.00959393
knn,0.01097319
knn,0.01400303
knn,0.01105183
knn,0.01412654
knn,0.01151941
knn,0.01158599
knn,0.00783849
knn,0.01105931
knn,0.00922947
knn,0.0134741
knn,0.0139471
knn,0.00735974
knn,0.01918071
knn,0.01028649
knn,0.01309312
knn,0.01572225
knn,0.01377737
knn,0.01461577
knn,0.01405947
knn,0.01253977
knn,0.01713916
knn,0.01031587
knn,0.01260291
knn,0.01027968
knn,0.01055935
knn,0.0063873
knn,0.00936327
knn,0.0143399
knn,0.01024448
knn,0.00992191
knn,0.00970901
knn,0.00873902
knn,0.0110615
knn,0.00962547
knn,0.01192459
knn,0.01119368
knn,0.00939348
knn,0.01283344
knn,0.00869025
knn,0.01335016
knn,0.00820657
knn,0.01194458
knn,0.01739761
knn,0.01552748
knn,0.00963318
knn,0.01322354
knn,0.01758285
knn,0.00917418
knn,0.01335922
knn,0.00832301
knn,0.00545728
knn,0.01083434
knn,0.01398413
knn,0.00606353
knn,0.00495299
knn,0.01261254
knn,0.01181715
knn,0.00535545
knn,0.0158134
knn,0.00743104
knn,0.01137223
knn,0.00831113
knn,0.01362446
knn,0.0111017
knn,0.01113083
knn,0.01072655
knn,0.01602988
knn,0.01135425
knn,0.01460874
knn,0.00913787
knn,0.01053505
knn,0.01148735
knn,0.01652368
knn,0.01299139
knn,0.01005918
knn,0.00966549
knn,0.0106607
knn,0.01384064
knn,0.01526527
knn,0.00766383
knn,0.01195309
knn,0.01485204
knn,0.01090886
knn,0.00829909
knn,0.00883546
knn,0.0056783
knn,0.01084045
knn,0.00981348
knn,0.01054801
knn,0.01088052
knn,0.01006972
knn,0.01083588
knn,0.01252996
knn,0.01075298
knn,0.01318316
knn,0.0079109
knn,0.00762961
knn,0.01489662
knn,0.01488411
knn,0.01477575
knn,0.01314745
knn,0.00646431
knn,0.01033944
knn,0.01273148
knn,0.01075222
knn,0.00746106
knn,0.0105491
knn,0.01131105
knn,0.01266034
knn,0.0133121
knn,0.01551223
knn,0.01125014
knn,0.01777781
knn,0.0138574
knn,0.01623427
knn,0.01373677
knn,0.00976251
knn,0.01226297
knn,0.0118712
knn,0.01685879
knn,0.01028105
knn,0.01548014
knn,0.01121983
knn,0.00990021
knn,0.00951294
knn,0.01061155
knn,0.00697818
knn,0.01172431
knn,0.00670625
knn,0.0126816
knn,0.01178385
knn,0.00788472
knn,0.01462934
knn,0.00870789
knn,0.01377266
knn,0.0058808
knn,0.01048523
knn,0.01111499
knn,0.00925868
knn,0.00412443
knn,0.01225278
knn,0.01420371
knn,0.00846219
knn,0.01366338
knn,0.01129618
knn,0.00870096
knn,0.00594049
knn,0.01231843
knn,0.00916412
knn,0.01298341
knn,0.00753452
knn,0.01266359
knn,0.00908065
knn,0.00988026
knn,0.01118431
knn,0.00869672
knn,0.00727793
knn,0.01131064
knn,0.01321814
knn,0.01372447
knn,0.00474178
knn,0.01480953
knn,0.00870006
knn,0.01052615
knn,0.0160771
knn,0.01900509
knn,0.01152647
knn,0.01064722
knn,0.01449856
knn,0.01130972
knn,0.01179142
knn,0.00920575
knn,0.01396076
knn,0.01062534
knn,0.01438216
knn,0.00605793
knn,0.01236846
knn,0.01393166
knn,0.01176021
knn,0.01314953
knn,0.01805632
knn,0.01423465
knn,0.00985472
knn,0.01335042
knn,0.01358478
knn,0.01694684
knn,0.00570046
knn,0.01145671
knn,0.00717063
knn,0.01027685
knn,0.01491116
knn,0.01497359
knn,0.00931262
knn,0.01180829
knn,0.01248336
knn,0.00803852
knn,0.00981608
knn,0.01204217
knn,0.01191159
knn,0.00713869
knn,0.01332183
knn,0.01073453
knn,0.01360188
knn,0.010799
knn,0.01024151
knn,0.01272231
knn,0.01684038
knn,0.01617645
knn,0.01616758
knn,0.01657276
knn,0.00665709
knn,0.0083654
knn,0.01851043
knn,0.01822649
knn,0.01857999
knn,0.00492819
knn,0.01211502
knn,0.01506512
knn,0.01253844
knn,0.00804244
knn,0.01509106
knn,0.00612015
knn,0.01151531
knn,0.01769014
knn,0.01361222
knn,0.00812877
knn,0.00867299
knn,0.01263491
knn,0.0148657
knn,0.01602592
knn,0.0154981
knn,0.016165
knn,0.01443588
knn,0.00703001
knn,0.01252354
knn,0.00946676
knn,0.01582208
knn,0.00502817
knn,0.00935635
knn,0.00864403
knn,0.01745034
knn,0.00775099
knn,0.00967736
knn,0.00903471
knn,0.01097585
knn,0.00973559
knn,0.00939879
knn,0.01191407
knn,0.01558563
knn,0.01399356
knn,0.01268198
knn,0.0128066
knn,0.00987965
knn,0.01035006
knn,0.0120944
knn,0.00969772
knn,0.0171297
knn,0.00942443
knn,0.014935
knn,0.01154711
knn,0.01857895
knn,0.01073744
knn,0.0129281
knn,0.00927286
knn,0.01114423
knn,0.00659153
knn,0.01140621
knn,0.00765532
knn,0.0128728
knn,0.00997091
knn,0.01313434
knn,0.01318376
knn,0.01434345
knn,0.01205306
knn,0.01558154
knn,0.00651649
knn,0.011647
knn,0.01719151
knn,0.00658274
knn,0.01263611
knn,0.01505548
knn,0.01105527
knn,0.01102041
knn,0.01145701
knn,0.01306824
knn,0.0131646
knn,0.00875104
knn,0.01668888
knn,0.00787801
knn,0.01405354
knn,0.0107173
knn,0.0080235
knn,0.00737301
knn,0.01281523
knn,0.00855283
knn,0.0200277
knn,0.00858238
knn,0.00834542
knn,0.01623144
knn,0.00244959
knn,0.01029434
knn,0.01226911
knn,0.01029306
knn,0.00763452
knn,0.00857568
knn,0.00912779
knn,0.0098874
knn,0.01276071
knn,0.01277706
knn,0.01527819
knn,0.01072752
knn,0.01020463
knn,0.01053635
knn,0.01082059
knn,0.01517187
knn,0.01302426
knn,0.0175909
knn,0.00128679
knn,0.0121156
knn,0.01309097
knn,0.00655976
knn,0.0130061
knn,0.00907487
knn,0.01376694
knn,0.01540621
knn,0.01203608
knn,0.00822854
knn,0.01135027
knn,0.00998583
knn,0.01327325
knn,0.01145583
knn,0.01015086
knn,0.00929385
knn,0.01128988
knn,0.01024636
knn,0.01279337
knn,0.00671282
knn,0.00905692
knn,0.00799356
knn,0.01578856
knn,0.0070643
knn,0.0053283
knn,0.01164899
knn,0.01214423
knn,0.01201613
knn,0.01574062
knn,0.00693923
knn,0.00656068
knn,0.00693537
knn,0.00900605
knn,0.01459889
knn,0.01143049
knn,0.00726807
knn,0.01151895
knn,0.01111185
knn,0.01398242
knn,0.01305173
knn,0.00970634
knn,0.01051216
knn,0.01104204
knn,0.00849762
knn,0.00978957
knn,0.00778906
knn,0.01464881
knn,0.01324123
knn,0.00939648
knn,0.00744315
knn,0.00989224
knn,0.01031822
knn,0.01009829
knn,0.00914622
knn,0.01267782
knn,0.01825808
knn,0.00874855
knn,0.01409781
knn,0.01519176
knn,0.00916565
knn,0.00948821
knn,0.00515591
knn,0.0164084
knn,0.01322832
knn,0.01167754
knn,0.01484603
knn,0.01016564
knn,0.01474408
knn,0.00991948
knn,0.01288655
knn,0.00766861
knn,0.00859178
knn,0.0095514
knn,0.01127852
knn,0.00825136
knn,0.01010023
knn,0.00731238
knn,0.0123173
knn,0.01407986
knn,0.00815157
knn,0.01749685
knn,0.00631875
knn,0.00891279
knn,0.01270089
knn,0.01238238
knn,0.01179309
knn,0.01658517
knn,0.00883912
knn,0.01212909
knn,0.01295731
knn,0.01772514
knn,0.01663882
knn,0.00875847
knn,0.01644087
knn,0.01205357
knn,0.01162819
knn,0.01515362
knn,0.01172931
knn,0.01464893
knn,0.01404726
knn,0.01516913
knn,0.01831159
knn,0.00888725
knn,0.01458756
knn,0.01558836
knn,0.01337857
knn,0.00939816
knn,0.00943148
knn,0.0111729
knn,0.01299429
knn,0.01577297
knn,0.01126152
knn,0.00135895
knn,0.01484271
knn,0.01058467
knn,0.01178632
knn,0.00384547
knn,0.01422509
knn,0.01555133
knn,0.00868767
knn,0.01317762
knn,0.00909661
knn,0.01372454
knn,0.01170307
knn,0.00810308
knn,0.01594933
knn,0.01438979
knn,0.00947889
knn,0.01741184
knn,0.01169148
knn,0.01080675
knn,0.00721066
knn,0.0107739
knn,0.00843813
knn,0.0058552
knn,0.00972402
knn,0.00741537
knn,0.0162764
knn,0.01516236
knn,0.0126335
knn,0.01133934
knn,0.00824471
knn,0.01094744
knn,0.01684287
knn,0.00749281
knn,0.00983555
knn,0.0071354
knn,0.0128899
knn,0.00890729
knn,0.01640503
knn,0.00344276
knn,0.01414697
knn,0.0085254
knn,0.01390217
knn,0.01709613
knn,0.01033315
knn,0.01138432
knn,0.01666546
knn,0.01209708
knn,0.00739145
knn,0.0114231
knn,0.00704696
knn,0.01399341
knn,0.00897405
knn,0.01355042
knn,0.00466499
