threshold,accuracy,precision,recall,f1_score,sensitivity,specificity,tp,fp,tn,fn
54.52354089745508,0.7553816046966731,0.7248908296943232,0.7280701754385965,0.7264770240700219,0.7280701754385965,0.7773851590106007,332,126,440,124
