normal_count,normal_mean,normal_median,normal_std,normal_min,normal_max,abnormal_count,abnormal_mean,abnormal_median,abnormal_std,abnormal_min,abnormal_max,u_statistic,p_value,rank_biserial_correlation,roc_auc
566,65.96962761961197,69.30651616587554,16.807297207770365,18.284571720157487,93.78693160563199,456,44.60908094919987,36.176054177609885,19.173376259542664,17.147148632879137,94.202160105708,204322.0,5.2427780783467516e-58,-0.583302337114872,0.791651168557436
