metric,count,mean,std,median,q1,q3,lower_threshold,upper_threshold
normalized_euclidean,566,14.30708741172885,8.363404092363432,12.570166110992432,8.60093903541565,16.979275226593018,-3.966565251350403,29.54677951335907
normalized_manhattan,566,203.96602053018847,120.62627935082813,176.81221771240234,118.54429054260254,250.46660995483398,-79.33918857574463,448.35008907318115
normalized_cosine,566,-0.009398307467299893,0.08475824883082783,-0.026509126648306798,-0.08775600604712963,0.06807697750627992,-0.32150548137724394,0.3018264528363942
