metric,normal_count,normal_mean,normal_std,normal_median,abnormal_count,abnormal_mean,abnormal_std,abnormal_median,u_statistic,p_value,rank_biserial
normalized_euclidean,566,14.30708741172885,8.363404092363432,12.570166110992432,456,36.50242590119964,26.754149402658697,28.383334159851074,50917.0,2.7162199646523672e-62,0.6054413861508896
normalized_manhattan,566,203.96602053018847,120.62627935082813,176.81221771240234,456,506.60741786789475,363.96336783118795,403.6656799316406,51547.0,2.5415536082684147e-61,0.6005594817432274
normalized_cosine,566,-0.009398307467299893,0.08475824883082783,-0.026509126648306798,456,-0.022555445373415597,0.10087047352986724,-0.0430140923708677,145286.0,0.0005369038150882861,-0.125829148843841
