machine_id,metric,label,count,mean,std,median,min,max,q1,q3
id_00,normalized_euclidean,normal,152,13.805107397468467,8.719325410609558,12.365234851837158,2.9810659885406494,58.97065734863281,8.561366081237793,15.774287700653076
id_00,normalized_euclidean,abnormal,143,32.39815388859569,23.36394540642931,25.961618423461918,3.2777678966522217,97.50860595703124,15.358675479888916,41.370779037475586
id_00,normalized_manhattan,normal,152,193.95593412298905,123.163523211694,174.25658416748047,38.33346557617188,808.822509765625,117.46687889099123,226.67016983032227
id_00,normalized_manhattan,abnormal,143,451.6966197140567,319.99886654353537,371.7934265136719,42.48990631103516,1438.3804931640625,218.50971221923828,568.3052062988281
id_00,normalized_cosine,normal,152,0.008431638971638964,0.09499501510056764,-0.00288215460022905,-0.1309176832437515,0.1437513679265976,-0.08402828872203823,0.11320739239454267
id_00,normalized_cosine,abnormal,143,-0.05389666131378469,0.11248587425880639,-0.1294618844985962,-0.1471657454967498,0.1348080337047577,-0.1381178200244903,0.08069619536399836
id_02,normalized_euclidean,normal,152,15.1370771840999,8.131466537955106,13.609439849853516,4.802556991577148,49.97661209106445,9.966468095779419,16.795979976654053
id_02,normalized_euclidean,abnormal,111,24.798035097551775,8.251589459299584,26.132244110107425,6.260952472686768,41.64833068847656,19.133139610290524,30.251544952392578
id_02,normalized_manhattan,normal,152,212.35247933237176,114.45664389258458,189.64527130126953,60.605560302734375,657.31298828125,140.61387252807617,240.1094512939453
id_02,normalized_manhattan,abnormal,111,347.6293447683523,119.13333948358118,366.6490478515625,81.71913146972656,599.7474365234375,267.09332275390625,432.8047332763672
id_02,normalized_cosine,normal,152,-0.009838078440225214,0.09161036739034503,-0.02923418208956715,-0.1439850032329559,0.1384972184896469,-0.09431312605738632,0.0829468164592981
id_02,normalized_cosine,abnormal,111,-0.06932135287383602,0.09242765331923329,-0.1246296912431716,-0.1438889354467392,0.1259620040655136,-0.13456030935049054,-0.0298995049670338
id_04,normalized_euclidean,normal,106,14.006736112090776,8.19316174630746,11.865457534790039,4.111557960510254,56.85711288452149,8.703056335449219,16.84365224838257
id_04,normalized_euclidean,abnormal,100,61.15974613189697,31.138584214680694,56.05481719970703,7.077007293701172,127.86427307128906,38.640098571777344,83.35961151123047
id_04,normalized_manhattan,normal,106,203.39875732277923,120.22772889159414,171.05723571777344,55.24660110473633,797.0518188476562,123.64675712585449,250.8328857421875
id_04,normalized_manhattan,abnormal,100,847.386301574707,427.9862769575693,781.7110900878906,104.01449584960938,1770.587890625,540.5189971923828,1143.1585388183594
id_04,normalized_cosine,normal,106,-0.02605903429585455,0.07059768885986205,-0.052856232970952946,-0.1365946978330612,0.1362634301185608,-0.0868154820054769,0.03486661892384288
id_04,normalized_cosine,abnormal,100,0.038392330612987254,0.049255352377522994,0.0464507173746824,-0.1103224009275436,0.1465625613927841,0.00996433268301185,0.0701549835503101
id_06,normalized_euclidean,normal,156,14.191573017682785,8.367544143525254,12.461793899536133,3.0020456314086914,41.86945724487305,7.727525949478149,18.075417518615723
id_06,normalized_euclidean,abnormal,102,30.81974211627362,24.97113232414581,20.479491233825684,2.7836897373199463,92.35271453857422,10.85122799873352,48.94702816009521
id_06,normalized_manhattan,normal,156,205.9334647349822,124.64492984244427,177.53678131103516,39.96987915039063,612.226318359375,109.32921600341797,259.11329650878906
id_06,normalized_manhattan,abnormal,102,422.4988088420793,321.91267136968605,314.75616455078125,35.74346923828125,1178.377197265625,159.17633438110352,666.3395843505859
id_06,normalized_cosine,normal,156,-0.015021830717346455,0.07286810271183755,-0.026483298279345,-0.1252243667840957,0.1119557842612266,-0.08468298614025115,0.05199251044541595
id_06,normalized_cosine,abnormal,102,0.01252329985579184,0.0874682117888496,-0.0039665917283855,-0.1137665957212448,0.1311765164136886,-0.06577760539948938,0.1170279290527105
